model,score_val,fit_time_marginal,num_features,model_type,child_model_type,hyperparameters,ag_args_fit,features,child_hyperparameters,child_ag_args_fit,ancestors,run_name,kaggle_score
WeightedEnsemble_L3,-52.68433905853482,0.23258709907531738,4,WeightedEnsembleModel,GreedyWeightedEnsembleModel,"{'use_orig_features': False, 'max_base_models': 25, 'max_base_models_per_type': 5, 'save_bag_folds': True}","{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': None, 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None, 'drop_unique': False}","['LightGBM_BAG_L2', 'CatBoost_BAG_L2', 'ExtraTreesMSE_BAG_L2', 'LightGBMXT_BAG_L2']",{'ensemble_size': 100},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': None, 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None, 'drop_unique': False}","['LightGBM_BAG_L2', 'CatBoost_BAG_L2', 'NeuralNetFastAI_BAG_L1', 'RandomForestMSE_BAG_L2', 'KNeighborsUnif_BAG_L1', 'LightGBM_BAG_L1', 'CatBoost_BAG_L1', 'KNeighborsDist_BAG_L1', 'ExtraTreesMSE_BAG_L2', 'RandomForestMSE_BAG_L1', 'ExtraTreesMSE_BAG_L1', 'LightGBMXT_BAG_L1', 'XGBoost_BAG_L1']",initial,1.80174
WeightedEnsemble_L3,-30.271599711954813,0.2710764408111572,4,WeightedEnsembleModel,GreedyWeightedEnsembleModel,"{'use_orig_features': False, 'max_base_models': 25, 'max_base_models_per_type': 5, 'save_bag_folds': True}","{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': None, 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None, 'drop_unique': False}","['LightGBM_BAG_L2', 'CatBoost_BAG_L2', 'ExtraTreesMSE_BAG_L2', 'LightGBMXT_BAG_L2']",{'ensemble_size': 100},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': None, 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None, 'drop_unique': False}","['LightGBM_BAG_L2', 'CatBoost_BAG_L2', 'LightGBM_BAG_L1', 'KNeighborsUnif_BAG_L1', 'CatBoost_BAG_L1', 'KNeighborsDist_BAG_L1', 'ExtraTreesMSE_BAG_L2', 'RandomForestMSE_BAG_L1', 'ExtraTreesMSE_BAG_L1', 'LightGBMXT_BAG_L2', 'LightGBMXT_BAG_L1']",add_features,0.68609
WeightedEnsemble_L3,-30.271599711954813,0.2710764408111572,4,WeightedEnsembleModel,GreedyWeightedEnsembleModel,"{'use_orig_features': False, 'max_base_models': 25, 'max_base_models_per_type': 5, 'save_bag_folds': True}","{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': None, 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None, 'drop_unique': False}","['LightGBM_BAG_L2', 'CatBoost_BAG_L2', 'ExtraTreesMSE_BAG_L2', 'LightGBMXT_BAG_L2']",{'ensemble_size': 100},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': None, 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None, 'drop_unique': False}","['LightGBM_BAG_L2', 'CatBoost_BAG_L2', 'LightGBM_BAG_L1', 'KNeighborsUnif_BAG_L1', 'CatBoost_BAG_L1', 'KNeighborsDist_BAG_L1', 'ExtraTreesMSE_BAG_L2', 'RandomForestMSE_BAG_L1', 'ExtraTreesMSE_BAG_L1', 'LightGBMXT_BAG_L2', 'LightGBMXT_BAG_L1']",hpo,0.51797
